ts_code,name,market,publisher,category,base_date,base_point,list_date
100000.CIC,中金综合,CICC,中金公司,其他,,,
100101.CIC,中金能源,CICC,中金公司,其他,,,
100110.CIC,中金石油天然气,CICC,中金公司,其他,,,
100120.CIC,中金煤炭,CICC,中金公司,其他,,,
100201.CIC,中金基础材料,CICC,中金公司,其他,,,
100210.CIC,中金化工,CICC,中金公司,其他,,,
100211.CIC,中金化肥与农用药剂,CICC,中金公司,其他,,,
100220.CIC,中金钢铁,CICC,中金公司,其他,,,
100230.CIC,中金有色金属,CICC,中金公司,其他,,,
100240.CIC,中金建材,CICC,中金公司,其他,,,
100241.CIC,中金水泥,CICC,中金公司,其他,,,
100250.CIC,中金林业与造纸包装,CICC,中金公司,其他,,,
100251.CIC,中金造纸包装,CICC,中金公司,其他,,,
100301.CIC,中金工业,CICC,中金公司,其他,,,
100310.CIC,中金建筑与工程,CICC,中金公司,其他,,,
100320.CIC,中金机械,CICC,中金公司,其他,,,
100321.CIC,中金航天航空与国防,CICC,中金公司,其他,,,
100322.CIC,中金造船及港口机械,CICC,中金公司,其他,,,
100323.CIC,中金工程机械,CICC,中金公司,其他,,,
100324.CIC,中金铁路设备,CICC,中金公司,其他,,,
100325.CIC,中金商业汽车及零部件,CICC,中金公司,其他,,,
100330.CIC,中金电气设备,CICC,中金公司,其他,,,
100340.CIC,中金工业综合,CICC,中金公司,其他,,,
100401.CIC,中金交通运输,CICC,中金公司,其他,,,
100411.CIC,中金航空,CICC,中金公司,其他,,,
100412.CIC,中金航运,CICC,中金公司,其他,,,
100413.CIC,中金公路运输,CICC,中金公司,其他,,,
100414.CIC,中金铁路运输,CICC,中金公司,其他,,,
100420.CIC,中金交通基础设施,CICC,中金公司,其他,,,
100421.CIC,中金机场,CICC,中金公司,其他,,,
100422.CIC,中金港口,CICC,中金公司,其他,,,
100501.CIC,中金公用事业,CICC,中金公司,其他,,,
100510.CIC,中金电力,CICC,中金公司,其他,,,
100520.CIC,中金城市公用事业,CICC,中金公司,其他,,,
100601.CIC,中金金融,CICC,中金公司,其他,,,
100610.CIC,中金银行,CICC,中金公司,其他,,,
100611.CIC,中金国有银行,CICC,中金公司,其他,,,
100612.CIC,中金股份制银行,CICC,中金公司,其他,,,
100613.CIC,中金城市商业银行,CICC,中金公司,其他,,,
100620.CIC,中金保险,CICC,中金公司,其他,,,
100630.CIC,中金证券,CICC,中金公司,其他,,,
100701.CIC,中金房地产,CICC,中金公司,其他,,,
100801.CIC,中金通信,CICC,中金公司,其他,,,
100901.CIC,中金科技,CICC,中金公司,其他,,,
100910.CIC,中金软件及服务,CICC,中金公司,其他,,,
100920.CIC,中金技术硬件及设备,CICC,中金公司,其他,,,
100921.CIC,中金通信设备,CICC,中金公司,其他,,,
100930.CIC,中金电子元器件,CICC,中金公司,其他,,,
101001.CIC,中金医疗保健,CICC,中金公司,其他,,,
101101.CIC,中金可选消费,CICC,中金公司,其他,,,
101110.CIC,中金汽车及零部件,CICC,中金公司,其他,,,
101120.CIC,中金家庭耐用消费品,CICC,中金公司,其他,,,
101121.CIC,中金服装,CICC,中金公司,其他,,,
101122.CIC,中金家电及相关,CICC,中金公司,其他,,,
101130.CIC,中金酒店旅游及餐饮,CICC,中金公司,其他,,,
101140.CIC,中金传媒,CICC,中金公司,其他,,,
101150.CIC,中金零售,CICC,中金公司,其他,,,
101201.CIC,中金日常消费,CICC,中金公司,其他,,,
101210.CIC,中金食品饮料,CICC,中金公司,其他,,,
101211.CIC,中金酒类,CICC,中金公司,其他,,,
101220.CIC,中金家庭日用品,CICC,中金公司,其他,,,
101230.CIC,中金农业,CICC,中金公司,其他,,,




ts_code,name,market,publisher,category,base_date,base_point,list_date
801001.SI,申万50,SW,申万研究,其他,19991230,1000.0,
801002.SI,申万中小板,SW,申万研究,其他,20040705,1000.0,
801003.SI,申万A股,SW,申万研究,其他,19991230,1000.0,
801004.SI,申万股改指数,SW,申万研究,其他,20050815,1000.0,
801005.SI,申万创业板,SW,申万研究,其他,20091105,1000.0,20091106
801010.SI,农林牧渔(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801011.SI,林业Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801012.SI,农产品加工(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801013.SI,农业综合Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801014.SI,饲料Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801015.SI,渔业(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801016.SI,种植业(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801017.SI,畜禽养殖Ⅱ(申万),SW,申万研究,二级行业指数,20111010,1000.0,
801018.SI,动物保健Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801020.SI,采掘(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801021.SI,煤炭开采Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801022.SI,其他采掘Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801023.SI,石油开采Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801024.SI,采掘服务Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801030.SI,化工(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801031.SI,化工新材料Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801032.SI,化学纤维(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801033.SI,化学原料(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801034.SI,化学制品(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801035.SI,石油化工(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801036.SI,塑料Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801037.SI,橡胶(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801040.SI,钢铁(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801041.SI,钢铁Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801042.SI,金属制品Ⅱ(申万),SW,申万研究,其他,19991230,1000.0,
801050.SI,有色金属(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801051.SI,金属非金属新材料(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801052.SI,有色金属冶炼与加工(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801053.SI,黄金Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801054.SI,稀有金属(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801055.SI,工业金属(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801060.SI,建筑建材(申万),SW,申万研究,一级行业指数,19991230,1000.0,
801061.SI,建筑材料(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801062.SI,建筑装饰(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801070.SI,机械设备(申万),SW,申万研究,一级行业指数,19991230,1000.0,
801071.SI,电气设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801072.SI,通用机械(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801073.SI,仪器仪表Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801074.SI,专用设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801075.SI,金属制品Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801076.SI,运输设备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801080.SI,电子(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801081.SI,半导体(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801082.SI,其他电子Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801083.SI,元件Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801084.SI,光学光电子(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801085.SI,电子制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801090.SI,交运设备(申万),SW,申万研究,一级行业指数,19991230,1000.0,
801091.SI,非汽车交运设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801092.SI,汽车服务Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801093.SI,汽车零部件Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801094.SI,汽车整车(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801100.SI,信息设备(申万),SW,申万研究,一级行业指数,19991230,1000.0,
801101.SI,计算机设备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801102.SI,通信设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801110.SI,家用电器(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801111.SI,白色家电(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801112.SI,视听器材(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801120.SI,食品饮料(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801121.SI,食品加工(申万),SW,申万研究,其他,19991230,1000.0,
801122.SI,食品制造(申万),SW,申万研究,其他,19991230,1000.0,
801123.SI,饮料制造(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801124.SI,食品加工(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801130.SI,纺织服装(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801131.SI,纺织制造(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801132.SI,服装家纺(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801140.SI,轻工制造(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801141.SI,包装印刷Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801142.SI,家用轻工(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801143.SI,造纸Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801144.SI,其他轻工制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801150.SI,医药生物(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801151.SI,化学制药(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801152.SI,生物制品Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801153.SI,医疗器械Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801154.SI,医药商业Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801155.SI,中药Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801156.SI,医疗服务Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801160.SI,公用事业(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801161.SI,电力(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801162.SI,环保工程及服务Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801163.SI,燃气Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801164.SI,水务Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801170.SI,交通运输(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801171.SI,港口Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801172.SI,公交Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801173.SI,航空运输Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801174.SI,机场Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801175.SI,高速公路Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801176.SI,航运Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801177.SI,铁路运输Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801178.SI,物流Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801180.SI,房地产(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801181.SI,房地产开发Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801182.SI,园区开发Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801190.SI,金融服务(申万),SW,申万研究,一级行业指数,19991230,1000.0,
801191.SI,多元金融Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801192.SI,银行Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801193.SI,券商Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801194.SI,保险Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801200.SI,商业贸易(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801201.SI,零售(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801202.SI,贸易Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801203.SI,一般零售(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801204.SI,专业零售(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801205.SI,商业物业经营(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801210.SI,休闲服务(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801211.SI,餐饮Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801212.SI,景点(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801213.SI,酒店Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801214.SI,旅游综合Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801215.SI,其他休闲服务Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801220.SI,信息服务(申万),SW,申万研究,一级行业指数,19991230,1000.0,
801221.SI,传媒(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801222.SI,计算机应用(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801223.SI,通信运营Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801224.SI,网络服务(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801230.SI,综合(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
801231.SI,综合Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
801250.SI,申万制造,SW,申万研究,其他,19991230,1000.0,20110822
801260.SI,申万消费,SW,申万研究,其他,19991230,1000.0,20110822
801270.SI,申万投资,SW,申万研究,其他,19991230,1000.0,20110822
801280.SI,申万服务,SW,申万研究,其他,19991230,1000.0,20110822
801300.SI,申万300,SW,申万研究,其他,19991230,1000.0,
801311.SI,300农林牧渔(申万),SW,申万研究,其他,19991230,1000.0,
801321.SI,300采掘(申万),SW,申万研究,其他,19991230,1000.0,
801322.SI,300化工(申万),SW,申万研究,其他,19991230,1000.0,
801323.SI,300黑色金属(申万),SW,申万研究,其他,19991230,1000.0,
801324.SI,300有色金属(申万),SW,申万研究,其他,19991230,1000.0,
801325.SI,300建筑建材(申万),SW,申万研究,其他,19991230,1000.0,
801326.SI,300机械设备(申万),SW,申万研究,其他,19991230,1000.0,
801327.SI,300电子(申万),SW,申万研究,其他,19991230,1000.0,
801331.SI,300交运设备(申万),SW,申万研究,其他,19991230,1000.0,
801332.SI,300信息设备(申万),SW,申万研究,其他,19991230,1000.0,
801333.SI,300家用电器(申万),SW,申万研究,其他,19991230,1000.0,
801334.SI,300食品饮料(申万),SW,申万研究,其他,19991230,1000.0,
801335.SI,300纺织服装(申万),SW,申万研究,其他,19991230,1000.0,
801336.SI,300轻工制造(申万),SW,申万研究,其他,19991230,1000.0,
801337.SI,300医药生物(申万),SW,申万研究,其他,19991230,1000.0,
801341.SI,300公用事业(申万),SW,申万研究,其他,19991230,1000.0,
801342.SI,300交通运输(申万),SW,申万研究,其他,19991230,1000.0,
801343.SI,300房地产(申万),SW,申万研究,其他,19991230,1000.0,
801344.SI,300金融服务(申万),SW,申万研究,其他,19991230,1000.0,
801345.SI,300商业贸易(申万),SW,申万研究,其他,19991230,1000.0,
801346.SI,300餐饮旅游(申万),SW,申万研究,其他,19991230,1000.0,
801347.SI,300信息服务(申万),SW,申万研究,其他,19991230,1000.0,
801351.SI,300综合(申万),SW,申万研究,其他,19991230,1000.0,
801710.SI,建筑材料(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801711.SI,水泥制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801712.SI,玻璃制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801713.SI,其他建材Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801720.SI,建筑装饰(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801721.SI,房屋建设Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801722.SI,装修装饰Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801723.SI,基础建设(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801724.SI,专业工程(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801725.SI,园林工程Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801730.SI,电气设备(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801731.SI,电机Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801732.SI,电气自动化设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801733.SI,电源设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801734.SI,高低压设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801740.SI,国防军工(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801741.SI,航天装备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801742.SI,航空装备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801743.SI,地面兵装Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801744.SI,船舶制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801750.SI,计算机(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801751.SI,营销传播(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801752.SI,互联网传媒(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801760.SI,传媒(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801761.SI,文化传媒(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801770.SI,通信(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801780.SI,银行(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801790.SI,非银金融(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801811.SI,大盘指数(申万),SW,申万研究,其他,19991230,1000.0,
801812.SI,中盘指数(申万),SW,申万研究,其他,19991230,1000.0,
801813.SI,小盘指数(申万),SW,申万研究,其他,19991230,1000.0,
801821.SI,高市盈率指数(申万),SW,申万研究,其他,19991230,1000.0,
801822.SI,中市盈率指数(申万),SW,申万研究,其他,19991230,1000.0,
801823.SI,低市盈率指数(申万),SW,申万研究,其他,19991230,1000.0,
801831.SI,高市净率指数(申万),SW,申万研究,其他,19991230,1000.0,
801832.SI,中市净率指数(申万),SW,申万研究,其他,19991230,1000.0,
801833.SI,低市净率指数(申万),SW,申万研究,其他,19991230,1000.0,
801841.SI,高价股指数(申万),SW,申万研究,其他,19991230,1000.0,
801842.SI,中价股指数(申万),SW,申万研究,其他,19991230,1000.0,
801843.SI,低价股指数(申万),SW,申万研究,其他,19991230,1000.0,
801851.SI,亏损股指数(申万),SW,申万研究,其他,19991230,1000.0,
801852.SI,微利股指数(申万),SW,申万研究,其他,19991230,1000.0,
801853.SI,绩优股指数(申万),SW,申万研究,其他,19991230,1000.0,
801861.SI,配股指数(申万),SW,申万研究,其他,19991230,1000.0,
801862.SI,活跃指数(申万),SW,申万研究,其他,19991230,1000.0,
801863.SI,新股指数(申万),SW,申万研究,其他,19991230,1000.0,
801880.SI,汽车(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801881.SI,其他交运设备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
801890.SI,机械设备(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
801901.SI,申万基金重仓,SW,申万研究,其他,20021231,1000.0,
801903.SI,申万基金核心,SW,申万研究,其他,20021231,1000.0,
801905.SI,申万重点,SW,申万研究,其他,20020430,1000.0,
802600.SI,装备制造,SW,申万研究,其他,20041231,1000.0,
802613.SI,平安银行养老新兴投资指数,SW,申万研究,价值指数,20161230,1000.0,20170103
803611.SI,价值优势(申万),SW,申万研究,其他,20041231,1000.0,20100331
803612.SI,价值发现(申万),SW,申万研究,其他,20041231,1000.0,20100816
803613.SI,价值稳健(申万),SW,申万研究,其他,20041231,1000.0,20100816
805001.SI,SWS商品,SW,申万研究,其他,20041231,1000.0,20120702
805002.SI,SWS商品S,SW,申万研究,其他,20041231,1000.0,20120702
805003.SI,SWS农业,SW,申万研究,其他,20041231,1000.0,20121126
805004.SI,SWS农业S,SW,申万研究,其他,20041231,1000.0,20121126
805005.SI,SWS工业,SW,申万研究,其他,20041231,1000.0,20121126
805006.SI,SWS工业S,SW,申万研究,其他,20041231,1000.0,20121126
805007.SI,SWS贵金,SW,申万研究,其他,20081231,1000.0,20121126
805008.SI,SWS贵金S,SW,申万研究,其他,20081231,1000.0,20121126
806001.SI,申万三板做市,SW,申万研究,其他,20140829,1000.0,20150331
806010.SI,申万新三板计算机,SW,申万研究,其他,20141231,1000.0,20151224
806020.SI,申万新三板机械,SW,申万研究,其他,20141231,1000.0,20151224
806030.SI,申万新三板化工,SW,申万研究,其他,20141231,1000.0,20151224
806040.SI,申万新三板传媒,SW,申万研究,其他,20141231,1000.0,20141231
806050.SI,申万新三板电气设备,SW,申万研究,其他,20141231,1000.0,20141231
806060.SI,申万新三板电子,SW,申万研究,其他,20141231,1000.0,20141231
806070.SI,申万新三板建筑装饰,SW,申万研究,其他,20141231,1000.0,20141231
806080.SI,申万新三板医药生物,SW,申万研究,其他,20141231,1000.0,20141231
806090.SI,申万新三板通信,SW,申万研究,其他,20150630,1000.0,20161027
806100.SI,申万新三板农林牧渔,SW,申万研究,其他,20150630,1000.0,20161027
806110.SI,申万新三板公用事业,SW,申万研究,其他,20150630,1000.0,20161027
806120.SI,申万新三板休闲服务,SW,申万研究,其他,20150630,1000.0,20161027
806130.SI,申万新三板有色金属,SW,申万研究,其他,20150630,1000.0,20161027
806140.SI,申万新三板汽车,SW,申万研究,其他,20150630,1000.0,20161027
806150.SI,申万新三板轻工制造,SW,申万研究,其他,20150630,1000.0,20161027
806160.SI,申万新三板建筑材料,SW,申万研究,其他,20150630,1000.0,20161027
806170.SI,申万新三板非银金融,SW,申万研究,其他,20150630,1000.0,20161027
806180.SI,申万新三板食品饮料,SW,申万研究,其他,20150630,1000.0,20161027
806190.SI,申万新三板商业贸易,SW,申万研究,其他,20150630,1000.0,20161027
806200.SI,申万新三板交通运输,SW,申万研究,其他,20150630,1000.0,20161027
850111.SI,种子生产(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850112.SI,粮食种植(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850113.SI,其他种植业(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850121.SI,海洋捕捞(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850122.SI,水产养殖(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850131.SI,林业Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850141.SI,饲料Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850151.SI,果蔬加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850152.SI,粮油加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850153.SI,畜禽加工(申万),SW,申万研究,其他,19991230,1000.0,
850154.SI,其他农产品加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850161.SI,农业综合Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850171.SI,畜禽养殖Ⅲ(申万),SW,申万研究,三级行业指数,20111010,1000.0,
850181.SI,动物保健Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850211.SI,石油开采Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850221.SI,煤炭开采Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850222.SI,焦炭加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850231.SI,其他采掘Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850241.SI,油气钻采服务(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850242.SI,其他采掘服务(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850311.SI,石油加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850312.SI,炼焦业(申万),SW,申万研究,其他,19991230,1000.0,
850313.SI,石油贸易(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850321.SI,纯碱(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850322.SI,氯碱(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850323.SI,无机盐(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850324.SI,其他化学原料(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850331.SI,氮肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850332.SI,磷肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850333.SI,农药(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850334.SI,日用化学产品(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850335.SI,涂料油漆油墨制造(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850336.SI,钾肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850337.SI,民爆用品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
850338.SI,纺织化学用品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
850339.SI,其他化学制品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
850341.SI,涤纶(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850342.SI,维纶(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850343.SI,粘胶(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850344.SI,其他纤维(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850345.SI,氨纶(申万),SW,申万研究,三级行业指数,20080605,1000.0,
850351.SI,其他塑料制品(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850352.SI,合成革(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850353.SI,改性塑料(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850361.SI,轮胎(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850362.SI,其他橡胶制品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
850363.SI,炭黑(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850371.SI,其他化工新材料(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850372.SI,聚氨酯(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850373.SI,玻纤(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850381.SI,复合肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850382.SI,氟化工及制冷剂(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850383.SI,磷化工及磷酸盐(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850411.SI,普钢(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850412.SI,特钢(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850421.SI,金属制品Ⅲ(申万),SW,申万研究,其他,19991230,1000.0,
850511.SI,有色金属冶炼Ⅲ(申万),SW,申万研究,其他,19991230,1000.0,
850512.SI,铝(申万),SW,申万研究,三级行业指数,19991230,1000.0,
850513.SI,铜(申万),SW,申万研究,三级行业指数,19991230,1000.0,
